EventTime,EventReceivedTime,Date,Hour,DayOfWeek,MonthYear,Hostname,Keywords,EventType,SeverityValue,Severity,EventID,SourceName,ProviderGuid,Version,Task,OpcodeValue,RecordNumber,ProcessID,ThreadID,Channel,Domain,AccountName,UserID,AccountType,LogonType,IpAddress,IpPort,DeviceInstanceId,DeviceCount,Opcode,SourceModuleType,Message
2025-02-24 11:00:00,2025-02-24 11:00:03,2025-02-24,11,Monday,Feb-2025,DESKTOP-RKJA15K,4611686018428436480,AUDIT_SUCCESS,3,INFO,4799,Microsoft-Windows-Security-Auditing,23dfb620-6c8d-47e3-8539-c578963587ba,0,0,0,258910,8072,5227,Microsoft-Windows-PushNotification-Platform/Operational,NT AUTHORITY,Robot,5829,User,196608,144.16.147.210,19733,21108,6,Start,im_msvistalog,Application malware.exe performed an action.
2025-02-13 13:00:00,2025-02-13 13:00:29,2025-02-13,13,Thursday,Feb-2025,DESKTOP-RKJA15K,-9223372036812828672,WARNING,2,INFO,4672,Microsoft-Windows-Bits-Client,1cf039f1-8821-4093-a914-cc2f32367636,0,0,0,706762,1784,9606,Microsoft-Windows-GroupPolicy/Operational,NT AUTHORITY,Robot,3080,User,,161.86.5.32,62802,55702,6,Info,im_msvistalog,Application trojan.exe performed an action.
2025-02-14 17:00:00,2025-02-14 17:00:18,2025-02-14,17,Friday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,8001,Microsoft-Windows-Kernel-PnP,66f016c2-88a3-4d6c-be34-c0373e9ae97e,0,13826,0,126821,4101,9745,Application,NT AUTHORITY,Robot,9687,,,151.21.77.101,25652,95214,1,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-01-14 11:00:00,2025-01-14 11:00:30,2025-01-14,11,Tuesday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,3000,Microsoft-Windows-WMI-Activity,8a32fb18-74f8-4e10-b382-0f3a8f464105,0,81,0,991642,2118,6309,Microsoft-Windows-Bits-Client/Operational,NT AUTHORITY,Robot,8839,User,,61.23.216.167,20697,37709,9,Info,im_msvistalog,Application None performed an action.
2025-01-07 11:00:00,2025-01-07 11:00:15,2025-01-07,11,Tuesday,Jan-2025,DESKTOP-RKJA15K,-9223354444668731392,INFO,2,INFO,4798,Microsoft-Windows-Security-Auditing,64176d00-d92d-445b-a3cd-ec6b8af3259a,0,0,0,724929,4733,3173,Security,NT AUTHORITY,doris,1608,User,,194.143.135.37,58334,99101,7,Info,im_msvistalog,Application services.exe performed an action.
2025-02-18 12:00:00,2025-02-18 12:00:01,2025-02-18,12,Tuesday,Feb-2025,DESKTOP-RKJA15K,-9223372036854775808,AUDIT_SUCCESS,2,INFO,11707,Microsoft-Windows-LiveId,b2ee1aa3-4888-4ba9-a198-283c4783f00c,0,13824,1,897032,4709,2125,Security,DESKTOP-RKJA15K,doris,5157,User,,58.168.80.230,54653,44911,8,Info,im_msvistalog,Application trojan.exe performed an action.
2025-02-10 11:00:00,2025-02-10 11:00:21,2025-02-10,11,Monday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,4,DEBUG,42,Microsoft-Windows-GroupPolicy,c18ab450-63b2-4c93-80fd-aeb9a7ff10e6,0,2002,0,969687,8993,1477,Security,DESKTOP-RKJA15K,Robot,7091,Well Known Group,,77.132.43.153,52319,68292,8,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-04 10:00:00,2025-02-04 10:00:30,2025-02-04,10,Tuesday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,AUDIT_SUCCESS,2,INFO,28018,Microsoft-Windows-Security-Auditing,bbb6a36d-3b76-49ed-a743-7e88f5ff001b,0,62170,0,216737,7492,6900,Security,,Robot,8039,User,,128.151.71.90,10937,57885,3,Start,im_msvistalog,Application svchost.exe performed an action.
2025-02-03 09:00:00,2025-02-03 09:00:11,2025-02-03,9,Monday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,INFO,5858,Microsoft-Windows-NCSI,522809b2-3975-4dbd-86e8-c84cff865734,0,62170,0,957194,5098,1082,Application,,doris,9409,User,,40.100.80.207,64044,96221,9,Info,im_msvistalog,Application opera.exe performed an action.
2025-01-08 11:00:00,2025-01-08 11:00:01,2025-01-08,11,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9223372036854775808,INFO,2,INFO,5858,Microsoft-Windows-Security-Auditing,1a0f17f2-bef1-4323-9fea-25016d5e5204,0,0,13,875162,8485,1561,Microsoft-Windows-Crypto-NCrypt/Operational,NT AUTHORITY,Robot,9541,User,,68.3.1.131,13124,43871,6,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-03 12:00:00,2025-01-03 12:00:02,2025-01-03,12,Friday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,3,ERROR,28019,Microsoft-Windows-Install-Agent,b0c49ed6-4f59-42a0-90c0-f0d8babe27d4,0,0,0,532731,6187,5520,Microsoft-Windows-Shell-Core/Operational,NT AUTHORITY,Robot,1897,,,21.74.150.235,49856,32086,2,Start,im_msvistalog,Application opera.exe performed an action.
2025-03-03 15:00:00,2025-03-03 15:00:06,2025-03-03,15,Monday,Mar-2025,DESKTOP-RKJA15K,36028797018963968,WARNING,2,INFO,6000,Microsoft-Windows-LiveId,22a8d0f3-ae51-49a9-a077-2553de128d02,0,811,1,424821,1910,6383,Application,NT AUTHORITY,doris,2070,,,109.72.10.207,43774,33798,10,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-27 16:00:00,2025-01-27 16:00:28,2025-01-27,16,Monday,Jan-2025,DESKTOP-RKJA15K,2306124492780339200,INFO,1,INFO,242,MsiInstaller,17e5dbc0-cb6a-43eb-93eb-c4191152a294,0,0,16,404007,9248,1895,Microsoft-Windows-PushNotification-Platform/Operational,NT AUTHORITY,Robot,3163,User,,205.252.25.154,39403,45103,4,Stop,im_msvistalog,Application winlogon.exe performed an action.
2025-01-30 11:00:00,2025-01-30 11:00:17,2025-01-30,11,Thursday,Jan-2025,DESKTOP-RKJA15K,-9223372036854710272,AUDIT_SUCCESS,2,INFO,50067,Microsoft-Windows-WLAN-AutoConfig,c5b4d816-8427-4cdb-b875-1477174089d1,3,1,0,636582,7958,5517,Application,NT AUTHORITY,doris,1006,User,,111.116.200.248,51867,25785,5,Verbose,im_msvistalog,Application services.exe performed an action.
2025-02-26 09:00:00,2025-02-26 09:00:04,2025-02-26,9,Wednesday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,AUDIT_SUCCESS,2,DEBUG,170,Microsoft-Windows-PushNotifications-Platform,2b1901e1-536c-4c48-898f-68d5b7699263,0,8002,0,177873,1919,2955,Microsoft-Windows-Store/Operational,NT AUTHORITY,doris,1610,Well Known Group,,5.36.228.199,2699,35716,6,Info,im_msvistalog,Application malware.exe performed an action.
2025-02-14 12:00:00,2025-02-14 12:00:28,2025-02-14,12,Friday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,WARNING,2,INFO,10000,Microsoft-Windows-Security-Auditing,59a29170-1bab-4b95-90eb-7ecd756da2bf,0,0,0,943032,4392,4342,Security,NT AUTHORITY,doris,2676,User,,162.143.110.47,15549,20005,3,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-03-06 15:00:00,2025-03-06 15:00:11,2025-03-06,15,Thursday,Mar-2025,DESKTOP-RKJA15K,-9214364837600034816,AUDIT_SUCCESS,2,INFO,10001,Microsoft-Windows-Perflib,ba881504-8e45-4972-87ab-6edb30b736fb,0,0,14,989275,5064,9191,Security,DESKTOP-RKJA15K,doris,8405,,,170.191.188.203,6190,14123,1,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-02-17 15:00:00,2025-02-17 15:00:08,2025-02-17,15,Monday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,1,INFO,6117,Microsoft-Windows-NetworkProfile,db7a4335-ebbc-41b2-8590-4a0afd0cda3e,0,0,0,452299,6585,8609,Microsoft-Windows-AppLocker/MSI and Script,DESKTOP-RKJA15K,doris,9488,User,,203.60.84.139,9004,78246,10,Info,im_msvistalog,Application None performed an action.
2025-02-25 10:00:00,2025-02-25 10:00:12,2025-02-25,10,Tuesday,Feb-2025,DESKTOP-RKJA15K,2305843009280868352,ERROR,2,INFO,0,Microsoft-Windows-Kernel-PnP,ffc185f3-2c25-4e31-b9e0-1840d8201152,0,13568,0,222824,4088,5460,Security,NT AUTHORITY,doris,5419,User,,136.223.24.175,15601,58895,9,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-02-17 13:00:00,2025-02-17 13:00:16,2025-02-17,13,Monday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,62171,Microsoft-Windows-GroupPolicy,a7e388df-ce9e-4483-b63d-30440aa05998,0,0,0,188469,1551,4288,Microsoft-Windows-Kernel-PnP/Device Management,DESKTOP-RKJA15K,Robot,8139,,,136.151.166.149,44654,85735,6,Info,im_msvistalog,Application chrome.exe performed an action.
2025-02-17 16:00:00,2025-02-17 16:00:02,2025-02-17,16,Monday,Feb-2025,DESKTOP-RKJA15K,4611686018427453440,INFO,2,INFO,62171,Microsoft-Windows-User Profiles Service,6e621f0b-7062-421a-a0ad-405ddb5c4d1d,0,2002,0,703721,3953,7424,Microsoft-Windows-Store/Operational,NT AUTHORITY,Robot,8146,,,115.65.64.67,50945,56277,3,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-13 10:00:00,2025-02-13 10:00:08,2025-02-13,10,Thursday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,AUDIT_SUCCESS,2,INFO,10010,Microsoft-Windows-Windows Firewall With Advanced Security,d024b56a-80fb-4d02-9545-678b26c5ee2a,0,13826,0,869590,5613,9884,Microsoft-Windows-Store/Operational,DESKTOP-RKJA15K,doris,6838,User,,68.249.138.222,48892,77970,1,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-29 13:00:00,2025-01-29 13:00:02,2025-01-29,13,Wednesday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,ERROR,119,Microsoft-Windows-Security-Auditing,e4c34c68-b59f-4f65-9390-c5980a711f2e,0,9,2,596213,2295,6959,Microsoft-Windows-Kernel-PnP/Device Management,NT AUTHORITY,doris,1761,,,22.181.30.120,27530,84188,4,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-17 16:00:00,2025-01-17 16:00:15,2025-01-17,16,Friday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,INFO,170,Microsoft-Windows-Push-To-Install-Service,e1a1bd96-926d-4b31-86ce-af6728c612a9,0,0,2,962024,7726,6315,Microsoft-Windows-Shell-Core/Operational,NT AUTHORITY,doris,7585,User,196608,30.187.62.113,13278,96388,6,Start,im_msvistalog,Application None performed an action.
2025-02-28 16:00:00,2025-02-28 16:00:21,2025-02-28,16,Friday,Feb-2025,DESKTOP-RKJA15K,-9223372036854775808,AUDIT_SUCCESS,2,INFO,8001,Microsoft-Windows-Application-Experience,f59af2ee-d42c-40b6-a900-40eec55d2af2,0,0,0,752414,4718,8802,Microsoft-Windows-Ntfs/Operational,,Robot,6782,User,,33.182.240.230,56847,20267,3,Start,im_msvistalog,Application svchost.exe performed an action.
2025-02-17 12:00:00,2025-02-17 12:00:01,2025-02-17,12,Monday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,INFO,4672,MsiInstaller,31ca64a7-2ad2-49d2-87de-d56a5eae2d58,0,0,0,434278,7029,1459,Microsoft-Windows-Shell-Core/Operational,,doris,3235,User,,46.52.223.165,51362,40152,2,Info,im_msvistalog,Application services.exe performed an action.
2025-01-27 09:00:00,2025-01-27 09:00:21,2025-01-27,9,Monday,Jan-2025,DESKTOP-RKJA15K,-9223372036854773760,AUDIT_SUCCESS,1,INFO,62170,Microsoft-Windows-SMBServer,7f4364e3-6de6-4f68-aba6-59ea7cc9525f,0,0,0,282544,5335,3464,Microsoft-Windows-GroupPolicy/Operational,,Robot,1737,User,,181.41.3.138,8975,72897,8,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-10 17:00:00,2025-01-10 17:00:04,2025-01-10,17,Friday,Jan-2025,DESKTOP-RKJA15K,-9223372036854774272,INFO,2,ERROR,5000,Microsoft-Windows-Security-Auditing,e292e2bd-7be5-4e71-b62e-42929bdc0fdb,0,203,0,558846,9317,9068,Microsoft-Windows-NlaSvc/Operational,NT AUTHORITY,doris,3432,User,,146.62.44.166,42222,56832,2,Start,im_msvistalog,Application None performed an action.
2025-01-30 15:00:00,2025-01-30 15:00:19,2025-01-30,15,Thursday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,4,INFO,811,Microsoft-Windows-AppLocker,0900075a-267d-4a14-b641-7008637d5055,0,811,0,794822,2546,4697,Microsoft-Windows-StateRepository/Operational,DESKTOP-RKJA15K,doris,6153,Well Known Group,,30.11.109.134,49691,21696,9,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-02-28 17:00:00,2025-02-28 17:00:04,2025-02-28,17,Friday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,INFO,11707,Microsoft-Windows-Kernel-PnP,f0d69acd-8d42-48d0-98a5-88473c4f05f6,0,100,0,410436,7896,3705,Microsoft-Windows-WebAuthN/Operational,NT AUTHORITY,Robot,5402,User,,31.152.47.217,64589,42052,6,Info,im_msvistalog,Application services.exe performed an action.
2025-03-05 11:00:00,2025-03-05 11:00:21,2025-03-05,11,Wednesday,Mar-2025,DESKTOP-RKJA15K,2305843009280868352,INFO,2,DEBUG,62171,Microsoft-Windows-Winlogon,cf3d9a4d-1c19-4ab8-8b30-1d5e5d25f59a,0,0,0,498694,5998,7536,Microsoft-Windows-Store/Operational,,doris,6126,User,,35.157.146.16,8072,53886,2,0,im_msvistalog,Application None performed an action.
2025-01-01 17:00:00,2025-01-01 17:00:14,2025-01-01,17,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9223372036854773760,INFO,4,INFO,28115,MsiInstaller,0fd20be2-0431-46a5-8171-b6bd237de786,0,12548,0,425280,9181,1861,Application,NT AUTHORITY,Robot,1741,User,,217.98.150.203,22269,31294,8,Warning,im_msvistalog,Application trojan.exe performed an action.
2025-01-06 15:00:00,2025-01-06 15:00:01,2025-01-06,15,Monday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,ERROR,400,Microsoft-Windows-Wcmsvc,b55d7390-2e92-4a23-bc3f-7ad77c5a3a2b,0,13824,113,283071,8871,3833,Microsoft-Windows-Store/Operational,NT AUTHORITY,doris,7876,,,10.213.69.51,42631,55216,2,Info,im_msvistalog,Application services.exe performed an action.
2025-01-17 10:00:00,2025-01-17 10:00:11,2025-01-17,10,Friday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,WARNING,2,ERROR,4624,Microsoft-Windows-Winsrv,2cdf737f-d399-48ad-a81e-10f9527c1e40,0,0,0,478639,4851,1814,Microsoft-Windows-Kernel-PnP/Device Management,DESKTOP-RKJA15K,Robot,2698,,,125.21.101.241,62463,74206,5,Info,im_msvistalog,Application services.exe performed an action.
2025-02-12 17:00:00,2025-02-12 17:00:17,2025-02-12,17,Wednesday,Feb-2025,DESKTOP-RKJA15K,-9223372036854710272,AUDIT_SUCCESS,2,INFO,505,Microsoft-Windows-Security-Auditing,8055ddf2-09dc-489b-a885-960069d5bf86,0,13826,0,393571,6705,4409,Microsoft-Windows-Diagnosis-PCW/Operational,DESKTOP-RKJA15K,Robot,9827,User,,200.248.18.215,60966,85860,6,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-03-05 11:00:00,2025-03-05 11:00:13,2025-03-05,11,Wednesday,Mar-2025,DESKTOP-RKJA15K,-9223372036749918208,AUDIT_SUCCESS,2,INFO,11707,Microsoft-Windows-AppLocker,114dc750-6932-4007-bce4-72f110242a95,0,0,0,377248,5465,5765,System,NT AUTHORITY,doris,9711,User,,139.201.151.74,44273,96789,7,Start,im_msvistalog,Application services.exe performed an action.
2025-02-21 16:00:00,2025-02-21 16:00:08,2025-02-21,16,Friday,Feb-2025,DESKTOP-RKJA15K,-9223336852482686976,INFO,2,ERROR,5507,Microsoft-Windows-LiveId,620a916b-0b13-46e2-9e09-b6ddb82cf312,0,12548,0,128579,9710,4373,System,DESKTOP-RKJA15K,doris,1794,User,,199.214.244.43,9249,60804,3,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-17 17:00:00,2025-01-17 17:00:30,2025-01-17,17,Friday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,WARNING,4799,Netwtw06,19614e89-0440-4779-957a-1f6fad78ff72,0,13826,1,114172,2269,6569,Security,DESKTOP-RKJA15K,Robot,9215,User,,191.7.209.65,10460,20343,6,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-13 14:00:00,2025-01-13 14:00:12,2025-01-13,14,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,AUDIT_SUCCESS,2,INFO,4,Microsoft-Windows-Security-Auditing,cf1fb618-fb9c-40b9-bd2a-be159dba165c,0,0,0,764514,5461,1264,Microsoft-Windows-NetworkProfile/Operational,DESKTOP-RKJA15K,doris,7169,User,,30.240.85.23,65323,35491,6,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-09 09:00:00,2025-01-09 09:00:07,2025-01-09,9,Thursday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,INFO,62171,MsiInstaller,3feb4754-4175-41cf-8c91-0c2913e36990,0,13824,17,576602,7032,2955,Microsoft-Windows-Winlogon/Operational,NT AUTHORITY,Robot,7588,,,147.174.132.177,47059,58745,9,Start,im_msvistalog,Application svchost.exe performed an action.
2025-02-07 16:00:00,2025-02-07 16:00:05,2025-02-07,16,Friday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,INFO,170,Microsoft-Windows-LiveId,f5dd3baa-a281-424c-a446-5d5a9029366d,0,0,0,265398,3168,5818,Microsoft-Windows-Dhcp-Client/Admin,NT AUTHORITY,Robot,1492,User,,212.60.75.13,14240,41621,5,,im_msvistalog,Application svchost.exe performed an action.
2025-01-23 16:00:00,2025-01-23 16:00:07,2025-01-23,16,Thursday,Jan-2025,DESKTOP-RKJA15K,-9223372036854775800,INFO,2,INFO,1005,Microsoft-Windows-Security-Auditing,f190a6b1-de09-4e4e-97db-cd92dd91b685,0,0,0,657550,5422,4476,Microsoft-Windows-GroupPolicy/Operational,NT AUTHORITY,doris,5783,,196608,134.147.7.135,14434,42794,1,Info,im_msvistalog,Application opera.exe performed an action.
2025-01-22 12:00:00,2025-01-22 12:00:16,2025-01-22,12,Wednesday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,WARNING,3,ERROR,4799,Microsoft-Windows-WMI-Activity,46e5926f-2185-41f8-bbed-d64f2f97a2ed,0,0,0,559648,9659,7039,System,,doris,9086,User,,126.28.218.184,31913,74934,3,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-31 13:00:00,2025-01-31 13:00:18,2025-01-31,13,Friday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,4,INFO,3,Microsoft-Windows-Security-Auditing,12bb9089-2aef-47f2-9097-7aa9ac38fd69,0,13824,0,328634,1856,3997,Microsoft-Windows-GroupPolicy/Operational,DESKTOP-RKJA15K,Robot,1848,Well Known Group,,185.184.75.76,32798,65442,3,Info,im_msvistalog,Application svchost.exe performed an action.
2025-02-12 14:00:00,2025-02-12 14:00:05,2025-02-12,14,Wednesday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,INFO,5320,Microsoft-Windows-Security-Auditing,57b34e56-7a64-4efa-8443-9dbc02a79772,1,0,0,520850,2553,3929,Application,NT AUTHORITY,doris,9718,User,196608,146.219.43.53,17291,60645,3,Info,im_msvistalog,Application None performed an action.
2025-01-08 15:00:00,2025-01-08 15:00:16,2025-01-08,15,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,10001,Microsoft-Windows-Security-Auditing,9d8f8d47-ae0d-4668-bf08-06bcdb228523,0,28141,0,491253,4181,8848,System,,Robot,2369,User,,220.155.68.2,33397,90569,6,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-02-05 14:00:00,2025-02-05 14:00:08,2025-02-05,14,Wednesday,Feb-2025,DESKTOP-RKJA15K,1152921504606846976,INFO,2,INFO,28115,Microsoft-Windows-GroupPolicy,080998bf-282d-479b-a64a-ee3c7cbc2983,0,0,0,977938,9241,2803,Security,,Robot,4943,User,,67.191.40.233,19715,15045,8,Info,im_msvistalog,Application trojan.exe performed an action.
2025-01-06 14:00:00,2025-01-06 14:00:16,2025-01-06,14,Monday,Jan-2025,DESKTOP-RKJA15K,2305843009213759488,INFO,4,INFO,0,Microsoft-Windows-RestartManager,184face2-1098-4fd5-bfb3-a14a6dfdf6a2,0,28141,0,871802,1659,5801,Microsoft-Windows-AppLocker/MSI and Script,NT AUTHORITY,doris,5458,User,,148.183.251.63,39416,71239,5,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-13 12:00:00,2025-01-13 12:00:23,2025-01-13,12,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,AUDIT_SUCCESS,2,INFO,8011,Microsoft-Windows-Diagnosis-PCW,44426964-f74a-46c0-a2e4-995ee873fe84,0,0,0,112172,7145,7182,Microsoft-Windows-Winlogon/Operational,DESKTOP-RKJA15K,doris,8679,User,,203.165.120.230,5329,82867,4,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-20 14:00:00,2025-01-20 14:00:00,2025-01-20,14,Monday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,WARNING,9652,Microsoft-Windows-NlaSvc,0ea10857-dd65-4132-b4fc-bf3ab4beb045,0,8001,0,735671,1657,9218,Microsoft-Windows-Windows Defender/Operational,DESKTOP-RKJA15K,Robot,6546,User,,40.83.215.9,11975,49535,6,Info,im_msvistalog,Application svchost.exe performed an action.
2025-03-06 15:00:00,2025-03-06 15:00:09,2025-03-06,15,Thursday,Mar-2025,DESKTOP-RKJA15K,36028797018963968,INFO,3,INFO,8001,Microsoft-Windows-Security-Auditing,79f2e3f3-354b-4b0b-81ac-5a3bafa409cf,0,0,0,642238,2452,5705,Security,,Robot,4528,,,153.205.151.84,20116,76194,8,Info,im_msvistalog,Application trojan.exe performed an action.
2025-01-10 15:00:00,2025-01-10 15:00:06,2025-01-10,15,Friday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,4116,Microsoft-Windows-AppLocker,af4b01ff-29a5-4ff4-8b20-1e0b482d1e7d,0,0,2,914043,9923,5535,Microsoft-Windows-Windows Defender/Operational,DESKTOP-RKJA15K,doris,9406,User,,67.99.105.79,15795,22389,10,Start,im_msvistalog,Application trojan.exe performed an action.
2025-01-29 16:00:00,2025-01-29 16:00:16,2025-01-29,16,Wednesday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,ERROR,811,Microsoft-Windows-Shell-Core,c52cb14c-c464-49a6-911b-cbe0232d9650,0,2002,0,111152,3500,1653,System,,doris,3862,User,,179.113.159.253,10716,76471,7,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-31 12:00:00,2025-01-31 12:00:03,2025-01-31,12,Friday,Jan-2025,DESKTOP-RKJA15K,4611694814520410116,INFO,2,INFO,5857,Microsoft-Windows-Security-Auditing,8008d360-867b-42f2-b545-bf8adbcc3f3b,0,0,0,397632,3274,6904,Security,NT AUTHORITY,Robot,8977,Well Known Group,,81.53.7.126,57879,52376,2,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-27 12:00:00,2025-01-27 12:00:30,2025-01-27,12,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,VERBOSE,2,INFO,1025,Microsoft-Windows-Security-Auditing,f24df767-33ed-4984-85d6-eb3d2df79bb9,0,0,0,804799,8483,5724,Microsoft-Windows-Wcmsvc/Operational,NT AUTHORITY,doris,9970,User,,29.162.73.255,40977,32945,1,Info,im_msvistalog,Application svchost.exe performed an action.
2025-02-24 15:00:00,2025-02-24 15:00:14,2025-02-24,15,Monday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,VERBOSE,2,INFO,0,Microsoft-Windows-User Profiles Service,789d6349-07ce-41ff-b6fe-ecbadb6876ad,0,0,0,200470,6895,5139,Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Operational,DESKTOP-RKJA15K,Robot,7262,,,33.218.49.51,35530,21750,7,Start,im_msvistalog,Application winlogon.exe performed an action.
2025-01-03 11:00:00,2025-01-03 11:00:26,2025-01-03,11,Friday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,VERBOSE,4,DEBUG,4799,MsiInstaller,73798d5b-32e0-410f-a22c-9e28f6b407c3,0,0,1,644522,4798,3298,Microsoft-Windows-Store/Operational,NT AUTHORITY,Robot,1195,User,,36.91.101.187,20317,99471,7,Info,im_msvistalog,Application trojan.exe performed an action.
2025-01-07 16:00:00,2025-01-07 16:00:17,2025-01-07,16,Tuesday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,ERROR,2,INFO,0,Microsoft-Windows-Windows Firewall With Advanced Security,f8f560d9-4114-4918-b210-7a936926d48d,0,0,0,288531,5040,6266,Microsoft-Windows-Application-Experience/Program-Telemetry,NT AUTHORITY,Robot,7165,User,,140.78.187.181,29346,36098,3,Info,im_msvistalog,Application None performed an action.
2025-02-07 15:00:00,2025-02-07 15:00:02,2025-02-07,15,Friday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,INFO,3,INFO,8001,Microsoft-Windows-Crypto-NCrypt,6553ab83-5205-41ee-b545-3208afff8119,0,12544,0,367604,8317,7987,Microsoft-Windows-PushNotification-Platform/Operational,DESKTOP-RKJA15K,doris,5746,User,,19.254.181.191,33343,89185,4,Start,im_msvistalog,Application opera.exe performed an action.
2025-01-22 11:00:00,2025-01-22 11:00:15,2025-01-22,11,Wednesday,Jan-2025,DESKTOP-RKJA15K,2306124492780339200,INFO,2,INFO,505,MsiInstaller,ee161fb1-9387-4e43-8459-869910956ba6,1,24012,0,663619,8287,6379,Security,DESKTOP-RKJA15K,doris,5051,User,,66.192.69.77,6194,80867,1,Info,im_msvistalog,Application malware.exe performed an action.
2025-02-07 12:00:00,2025-02-07 12:00:25,2025-02-07,12,Friday,Feb-2025,DESKTOP-RKJA15K,-9223372036317904896,INFO,2,INFO,112,Microsoft-Windows-WMI-Activity,9492dd04-db21-4075-8934-563e1116c08c,0,101,0,928563,7919,1080,System,,Robot,9056,,,26.123.6.45,33026,92465,6,,im_msvistalog,Application malware.exe performed an action.
2025-02-14 15:00:00,2025-02-14 15:00:07,2025-02-14,15,Friday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,AUDIT_SUCCESS,2,INFO,4799,Microsoft-Windows-Install-Agent,4af20136-e859-4f11-b68f-e880e98f0844,0,0,0,343276,3185,1726,System,DESKTOP-RKJA15K,Robot,9877,,,105.236.42.31,1185,52145,9,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-06 12:00:00,2025-01-06 12:00:24,2025-01-06,12,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,INFO,28019,Microsoft-Windows-Security-Auditing,d1024f56-2749-4b35-aeb0-7e9abed57604,0,0,1,582733,4959,1216,System,DESKTOP-RKJA15K,doris,3154,User,,157.130.218.75,40133,87619,6,Start,im_msvistalog,Application RuntimeBroker.exe performed an action.
